t,V_xi0,Vtilde_xi0,tau_star_xi0,d_star_xi0,V_xi_small,Vtilde_xi_small,tau_star_xi_small,d_star_xi_small,V_xi_mid,Vtilde_xi_mid,tau_star_xi_mid,d_star_xi_mid,W
180.675,106531.66844717097,106462.25419484221,296.97268528221343,0.0,107017.88256252969,106946.02234837478,297.1023311582746,0.0,112545.27036972072,112447.30406779119,302.2358635752636,0.0,1.347512676054932e8
182.5,106538.1681085171,106467.75243476458,296.0795945721279,0.0,107024.49504509238,106951.65078656902,296.2038639076883,0.0,112554.18963356409,112455.29016563974,301.77617888350704,0.0,1.3475566985502994e8
184.325,106544.66776986323,106473.25067468696,295.18650386204234,0.0,107031.10752765507,106957.27922476326,295.305396657102,0.0,112563.10889740748,112463.2762634883,301.3164941917505,0.0,1.347600721045667e8
186.15,106551.16743120935,106478.74891460933,294.29341315195677,0.0,107037.72001021777,106962.90766295748,294.4069294065157,0.0,112572.02816125087,112471.26236133683,300.856809499994,0.0,1.3476447435410345e8
187.975,106557.66709255548,106484.24715453171,293.4003224418712,0.0,107044.33249278046,106968.53610115172,293.5084621559294,0.0,112580.94742509426,112479.24845918539,300.39712480823744,0.0,1.3476887660364017e8
189.8,106564.1667539016,106489.74539445408,292.5072317317856,0.0,107050.94497534317,106974.16453934595,292.6099949053431,0.0,112589.86668893765,112487.23455703392,299.9374401164809,0.0,1.3477327885317692e8
191.625,106571.27076020582,106495.85355768877,291.68876339251085,0.0,107058.1741494786,106980.41652128575,291.78889699126825,0.0,112599.26676013593,112495.84658209774,299.3440020801621,0.0,1.3478032293808907e8
193.45,106580.3086703759,106503.91347552289,291.1090866398305,0.0,107067.37673664675,106988.66384321135,291.2153809540301,0.0,112610.20541486987,112506.46157425045,298.3225533412442,0.0,1.3479582089620253e8
195.275,106589.34658054599,106511.97339335701,290.5294098871501,0.0,107076.5793238149,106996.91116513697,290.6418649167919,0.0,112621.14406960379,112517.07656640315,297.30110460232623,0.0,1.3481131885431603e8
197.1,106598.38449071608,106520.03331119113,289.9497331344698,0.0,107085.78191098306,107005.15848706258,290.06834887955375,0.0,112632.08272433773,112527.69155855586,296.2796558634083,0.0,1.348268168124295e8
198.925,106607.42240088616,106528.09322902525,289.3700563817894,0.0,107094.98449815123,107013.40580898819,289.4948328423156,0.0,112643.02137907165,112538.30655070856,295.2582071244904,0.0,1.3484231477054295e8
200.75,106616.46031105626,106536.15314685937,288.79037962910905,0.0,107104.18708531938,107021.6531309138,288.9213168050774,0.0,112653.96003380559,112548.92154286127,294.2367583855725,0.0,1.348578127286564e8
202.575,106625.49822122634,106544.2130646935,288.2107028764287,0.0,107113.38967248754,107029.90045283941,288.34780076783926,0.0,112664.89868853951,112559.53653501396,293.21530964665453,0.0,1.348733106867699e8
204.4,106634.53613139642,106552.2729825276,287.6310261237483,0.0,107122.59225965569,107038.14777476502,287.7742847306011,0.0,112675.83734327345,112570.15152716667,292.1938609077366,0.0,1.3488880864488336e8
206.225,106643.57404156652,106560.33290036173,287.051349371068,0.0,107131.79484682385,107046.39509669063,287.20076869336293,0.0,112686.77599800738,112580.76651931937,291.1724121688187,0.0,1.3490430660299683e8
208.05,106652.6119517366,106568.39281819585,286.47167261838763,0.0,107140.997433992,107054.64241861625,286.62725265612477,0.0,112697.71465274131,112591.38151147208,290.15096342990074,0.0,1.349198045611103e8
209.875,106662.43993026798,106577.43321736915,286.01016001406396,0.0,107150.99123727606,107063.9060587562,286.1665544185976,0.0,112709.22185255856,112608.42861824304,289.2312458715323,0.0,1.3493766360964805e8
211.7,106672.58393614386,106586.86580907812,285.595913069083,0.0,107161.30152700646,107073.57622618189,285.75098330095483,0.0,112720.95647040915,112628.04857086131,288.35222078538357,0.0,1.349564670943555e8
213.525,106682.72794201974,106596.2984007871,285.181666124102,0.0,107171.61181673688,107083.24639360758,285.3354121833121,0.0,112732.69108825973,112647.66852347959,287.47319569923485,0.0,1.3497527057906294e8
215.35,106692.87194789562,106605.73099249607,284.767419179121,0.0,107181.92210646729,107092.91656103327,284.91984106566935,0.0,112744.42570611031,112667.28847609786,286.5941706130862,0.0,1.3499407406377038e8
217.175,106703.01595377151,106615.16358420505,284.35317223414006,0.0,107192.23239619771,107102.58672845898,284.50426994802655,0.0,112756.1603239609,112686.90842871614,285.7151455269375,0.0,1.3501287754847783e8
219.0,106713.1599596474,106624.59617591403,283.93892528915904,0.0,107202.54268592811,107112.25689588467,284.0886988303838,0.0,112767.89494181148,112706.52838133441,284.83612044078876,0.0,1.3503168103318527e8
220.825,106723.30396552327,106634.02876762301,283.5246783441781,0.0,107212.85297565852,107121.92706331036,283.67312771274106,0.0,112779.62955966206,112726.14833395269,283.9570953546401,0.0,1.3505048451789272e8
222.65,106733.44797139916,106643.46135933198,283.11043139919707,0.0,107223.16326538894,107131.59723073605,283.25755659509827,0.0,112791.36417751263,112745.76828657096,283.0780702684914,0.0,1.3506928800260016e8
224.475,106743.59197727503,106652.89395104095,282.6961844542161,0.0,107233.47355511934,107141.26739816174,282.8419854774555,0.0,112803.09879536321,112765.38823918924,282.1990451823427,0.0,1.350880914873076e8
226.3,106753.96427041998,106662.66844700479,282.1670394520838,0.0,107243.9935741566,107151.25052612374,282.31123777117045,0.0,112814.95347864783,112782.12870218432,281.5129369443437,0.0,1.351049167499993e8
228.125,106765.30678445841,106673.89603605181,281.1495777070586,0.0,107255.4049427479,107162.56373636496,281.2909895631555,0.0,112827.31844002711,112786.63133428083,281.6467253109812,0.0,1.3511333456912413e8
229.95,106776.64929849686,106685.12362509883,280.1321159620333,0.0,107266.81631133922,107173.87694660618,280.2707413551406,0.0,112839.6834014064,112791.13396637734,281.78051367761867,0.0,1.3512175238824895e8
231.775,106787.9918125353,106696.35121414585,279.114654217008,0.0,107278.22767993053,107185.19015684741,279.25049314712567,0.0,112852.04836278566,112795.63659847384,281.9143020442562,0.0,1.3513017020737377e8
233.6,106799.33432657373,106707.57880319287,278.0971924719828,0.0,107289.63904852184,107196.50336708863,278.2302449391107,0.0,112864.41332416494,112800.13923057035,282.0480904108937,0.0,1.3513858802649862e8
235.425,106810.67684061217,106718.80639223989,277.0797307269575,0.0,107301.05041711315,107207.81657732987,277.20999673109577,0.0,112876.7782855442,112804.64186266685,282.18187877753115,0.0,1.3514700584562343e8
237.25,106822.0193546506,106730.0339812869,276.0622689819322,0.0,107312.46178570447,107219.12978757109,276.1897485230809,0.0,112889.14324692349,112809.14449476336,282.31566714416863,0.0,1.3515542366474825e8
239.075,106833.36186868905,106741.26157033393,275.044807236907,0.0,107323.87315429577,107230.44299781232,275.16950031506593,0.0,112901.50820830277,112813.64712685987,282.44945551080616,0.0,1.3516384148387307e8
240.9,106844.70438272749,106752.48915938094,274.0273454918817,0.0,107335.28452288709,107241.75620805354,274.149252107051,0.0,112913.87316968203,112818.14975895637,282.58324387744364,0.0,1.351722593029979e8
242.725,106856.04689676593,106763.71674842796,273.0098837468564,0.0,107346.69589147839,107253.06941829478,273.1290038990361,0.0,112926.23813106131,112822.65239105288,282.7170322440811,0.0,1.3518067712212273e8
244.55,106867.21227486084,106775.00229443512,272.4549111716931,0.0,107357.9725325815,107264.49755296545,272.5746348483846,0.0,112938.90677498416,112833.08874259552,282.10973293505367,0.0,1.3519560278453228e8
246.375,106878.28908498399,106786.31681892235,272.13118318146076,0.0,107369.18180994048,107275.98314985084,272.2532053764149,0.0,112951.72726017881,112846.4919538612,281.1318897881937,0.0,1.352137823685842e8
248.2,106889.36589510714,106797.63134340958,271.8074551912284,0.0,107380.39108729946,107287.46874673624,271.93177590444515,0.0,112964.54774537345,112859.8951651269,280.15404664133376,0.0,1.3523196195263612e8
250.025,106900.44270523029,106808.94586789681,271.4837272009961,0.0,107391.60036465844,107298.95434362163,271.6103464324754,0.0,112977.3682305681,112873.2983763926,279.1762034944738,0.0,1.3525014153668803e8
251.85,106911.51951535344,106820.26039238404,271.1599992107637,0.0,107402.80964201743,107310.43994050703,271.2889169605057,0.0,112990.18871576275,112886.7015876583,278.19836034761386,0.0,1.3526832112073994e8
253.675,106922.5963254766,106831.57491687126,270.8362712205314,0.0,107414.01891937641,107321.92553739244,270.96748748853594,0.0,113003.00920095739,112900.104798924,277.2205172007539,0.0,1.3528650070479187e8
255.5,106933.67313559975,106842.8894413585,270.51254323029906,0.0,107425.22819673539,107333.41113427783,270.6460580165662,0.0,113015.82968615204,112913.50801018969,276.24267405389395,0.0,1.3530468028884378e8
257.325,106944.74994572291,106854.20396584572,270.18881524006673,0.0,107436.43747409437,107344.89673116323,270.32462854459646,0.0,113028.65017134669,112926.91122145539,275.26483090703397,0.0,1.353228598728957e8
259.15,106955.82675584606,106865.51849033295,269.86508724983435,0.0,107447.64675145336,107356.38232804862,270.0031990726267,0.0,113041.47065654132,112940.31443272109,274.28698776017404,0.0,1.3534103945694762e8
260.975,106966.76088787058,106876.77761272503,269.5624148966271,0.0,107458.7053392356,107367.80235011457,269.7004197663594,0.0,113054.11717651733,112953.65657108338,273.406248476323,0.0,1.3535848905889162e8
262.8,106976.83895130326,106887.70432254615,269.38607636557026,0.0,107468.85978955746,107378.82892326376,269.50954145430654,0.0,113065.71990518154,112966.63227202522,273.10813237052594,0.0,1.353715587681881e8
264.625,106986.91701473595,106898.63103236728,269.2097378345134,0.0,107479.01423987934,107389.85549641296,269.3186631422537,0.0,113077.32263384576,112979.60797296706,272.8100162647288,0.0,1.3538462847748455e8
266.45,106996.99507816863,106909.55774218841,269.0333993034566,0.0,107489.1686902012,107400.88206956215,269.1277848302008,0.0,113088.92536250997,112992.5836739089,272.51190015893167,0.0,1.3539769818678105e8
268.275,107007.07314160133,106920.48445200954,268.8570607723998,0.0,107499.32314052306,107411.90864271134,268.93690651814796,0.0,113100.52809117417,113005.55937485074,272.21378405313453,0.0,1.354107678960775e8
270.1,107017.15120503401,106931.41116183066,268.68072224134295,0.0,107509.47759084494,107422.93521586053,268.7460282060951,0.0,113112.13081983838,113018.53507579256,271.91566794733745,0.0,1.3542383760537398e8
271.925,107027.2292684667,106942.33787165179,268.5043837102861,0.0,107519.6320411668,107433.96178900973,268.55514989404224,0.0,113123.7335485026,113031.5107767344,271.6175518415403,0.0,1.3543690731467047e8
273.75,107037.3073318994,106953.26458147292,268.32804517922926,0.0,107529.78649148867,107444.98836215893,268.3642715819894,0.0,113135.3362771668,113044.48647767624,271.3194357357432,0.0,1.3544997702396694e8
275.575,107047.38539533208,106964.19129129405,268.1517066481724,0.0,107539.94094181054,107456.01493530812,268.1733932699365,0.0,113146.93900583101,113057.46217861808,271.0213196299461,0.0,1.354630467332634e8
277.4,107057.46345876477,106975.11800111517,267.97536811711564,0.0,107550.0953921324,107467.04150845732,267.98251495788367,0.0,113158.54173449521,113070.43787955992,270.72320352414897,0.0,1.354761164425599e8
279.225,107066.53312795685,106985.49981004045,267.93749455687066,0.0,107559.20916026022,107477.48686080017,267.9482230607502,0.0,113168.74340383797,113082.4483999011,270.6159613665665,0.0,1.3548598326733723e8
281.05,107074.98224684701,106995.54629533751,267.984830209433,0.0,107567.68250857631,107487.57453880068,268.0102920343363,0.0,113178.08288282905,113093.86496294958,270.6261801001931,0.0,1.3549387908625665e8
282.875,107083.43136573717,107005.59278063457,268.03216586199534,0.0,107576.15585689241,107497.66221680118,268.07236100792244,0.0,113187.42236182015,113105.28152599804,270.63639883381967,0.0,1.3550177490517607e8
284.7,107091.88048462733,107015.63926593163,268.0795015145577,0.0,107584.62920520849,107507.74989480167,268.13442998150856,0.0,113196.76184081123,113116.69808904652,270.64661756744624,0.0,1.355096707240955e8
286.525,107100.32960351749,107025.68575122868,268.12683716712,0.0,107593.10255352459,107517.83757280218,268.1964989550947,0.0,113206.10131980233,113128.11465209498,270.6568363010728,0.0,1.355175665430149e8
288.35,107108.77872240765,107035.73223652574,268.1741728196824,0.0,107601.57590184068,107527.92525080268,268.2585679286808,0.0,113215.44079879341,113139.53121514346,270.6670550346994,0.0,1.355254623619343e8
290.175,107117.2278412978,107045.7787218228,268.22150847224475,0.0,107610.04925015678,107538.01292880317,268.3206369022669,0.0,113224.7802777845,113150.94777819194,270.67727376832596,0.0,1.3553335818085372e8
292.0,107125.67696018796,107055.82520711987,268.26884412480706,0.0,107618.52259847287,107548.10060680368,268.38270587585305,0.0,113234.11975677559,113162.3643412404,270.68749250195253,0.0,1.3554125399977314e8
293.825,107134.12607907812,107065.87169241693,268.3161797773694,0.0,107626.99594678897,107558.18828480417,268.44477484943917,0.0,113243.45923576668,113173.78090428888,270.6977112355791,0.0,1.3554914981869256e8
295.65,107142.32721751956,107075.73488775083,268.3836235251844,0.0,107635.22186223732,107568.09617818624,268.52601378914886,0.0,113252.4841571528,113184.92810348152,270.7195555119508,0.0,1.3555686340098405e8
297.475,107148.1725416981,107083.85682843474,268.6420941778993,0.0,107641.09716544209,107576.29611769321,268.78936740703296,0.0,113258.52078129165,113193.51634604382,270.8518424444008,0.0,1.3556284573531e8
299.3,107154.01786587665,107091.97876911865,268.90056483061426,0.0,107646.97246864687,107584.49605720019,269.052721024917,0.0,113264.5574054305,113202.10458860612,270.98412937685083,0.0,1.3556882806963593e8
301.125,107159.8631900552,107100.10070980257,269.1590354833292,0.0,107652.84777185164,107592.69599670715,269.316074642801,0.0,113270.59402956936,113210.69283116842,271.11641630930086,0.0,1.355748104039619e8
302.95,107165.70851423375,107108.22265048648,269.4175061360441,0.0,107658.72307505642,107600.89593621412,269.5794282606851,0.0,113276.63065370821,113219.2810737307,271.2487032417509,0.0,1.3558079273828784e8
304.775,107171.55383841229,107116.34459117039,269.67597678875904,0.0,107664.59837826119,107609.09587572109,269.84278187856916,0.0,113282.66727784707,113227.869316293,271.3809901742009,0.0,1.3558677507261378e8
306.6,107177.39916259084,107124.4665318543,269.934447441474,0.0,107670.47368146597,107617.29581522805,270.1061354964532,0.0,113288.70390198592,113236.4575588553,271.51327710665095,0.0,1.3559275740693974e8
308.425,107183.2444867694,107132.58847253822,270.1929180941889,0.0,107676.34898467074,107625.49575473502,270.3694891143373,0.0,113294.74052612476,113245.0458014176,271.645564039101,0.0,1.3559873974126568e8
310.25,107189.08981094795,107140.71041322213,270.45138874690383,0.0,107682.22428787552,107633.695694242,270.6328427322213,0.0,113300.77715026362,113253.6340439799,271.77785097155095,0.0,1.3560472207559165e8
312.075,107194.93513512649,107148.83235390604,270.7098593996188,0.0,107688.09959108029,107641.89563374895,270.89619635010536,0.0,113306.81377440247,113262.22228654218,271.910137904001,0.0,1.356107044099176e8
313.9,107199.08924471207,107156.2769926054,271.63215091811395,0.0,107692.23010647908,107649.35483557572,271.8156494902269,0.0,113310.75207427204,113269.98761989691,272.86902667223535,0.0,1.3561419241392767e8
315.725,107201.9749433529,107163.21365481637,273.05230808594445,0.0,107695.05203102338,107656.25848414235,273.22717727202655,0.0,113313.11663093965,113277.13577134596,274.44786681730795,0.0,1.3561580967020085e8
317.55,107204.86064199376,107170.15031702732,274.4724652537748,0.0,107697.87395556767,107663.16213270898,274.6387050538262,0.0,113315.48118760726,113284.283922795,276.02670696238056,0.0,1.3561742692647403e8
319.375,107207.7463406346,107177.08697923827,275.89262242160527,0.0,107700.69588011198,107670.06578127563,276.05023283562576,0.0,113317.84574427486,113291.43207424405,277.6055471074531,0.0,1.3561904418274722e8
321.2,107210.63203927546,107184.02364144924,277.31277958943565,0.0,107703.51780465628,107676.96942984225,277.4617606174254,0.0,113320.21030094248,113298.58022569309,279.1843872525257,0.0,1.356206614390204e8
323.025,107213.5177379163,107190.96030366019,278.7329367572661,0.0,107706.33972920058,107683.87307840888,278.873288399225,0.0,113322.57485761007,113305.72837714214,280.76322739759826,0.0,1.3562227869529355e8
324.85,107216.40343655716,107197.89696587114,280.1530939250965,0.0,107709.16165374489,107690.77672697551,280.28481618102467,0.0,113324.93941427769,113312.87652859118,282.3420675426709,0.0,1.3562389595156673e8
326.675,107219.289135198,107204.8336280821,281.57325109292697,0.0,107711.98357828918,107697.68037554214,281.69634396282424,0.0,113327.30397094529,113320.02468004022,283.92090768774347,0.0,1.356255132078399e8
328.5,107222.17483383886,107211.77029029306,282.99340826075735,0.0,107714.80550283348,107704.58402410877,283.1078717446239,0.0,113329.6685276129,113327.17283148927,285.49974783281607,0.0,1.356271304641131e8
330.325,107224.93161192528,107218.56754818087,284.41530986963824,0.0,107717.49688080694,107711.34278665185,284.5172785790576,0.0,113331.88340943778,113334.1243967469,287.0491720383222,0.0,1.3562867319656962e8
332.15,107225.10997892324,107222.57671960598,285.8721002995293,0.0,107717.57732736367,107715.20382872394,285.88426646617285,0.0,113331.1047944083,113337.14423817654,288.0102774524986,0.0,1.3562872545269322e8
333.975,107225.2883459212,107226.58589103106,287.3288907294203,0.0,107717.65777392041,107719.06487079604,287.2512543532882,0.0,113330.32617937881,113340.16407960617,288.97138286667507,0.0,1.3562877770881683e8
335.8,107225.46671291917,107230.59506245615,288.78568115931137,0.0,107717.73822047716,107722.92591286813,288.6182422404035,0.0,113329.54756434933,113343.18392103582,289.93248828085154,0.0,1.356288299649404e8
337.625,107225.64507991713,107234.60423388124,290.24247158920235,0.0,107717.81866703389,107726.78695494022,289.9852301275188,0.0,113328.76894931983,113346.20376246545,290.89359369502796,0.0,1.35628882221064e8
339.45,107225.82344691509,107238.61340530633,291.6992620190934,0.0,107717.89911359063,107730.64799701232,291.35221801463405,0.0,113327.99033429034,113349.22360389508,291.85469910920443,0.0,1.356289344771876e8
341.275,107226.00181391306,107242.62257673142,293.1560524489844,0.0,107717.97956014736,107734.50903908441,292.7192059017494,0.0,113327.21171926086,113352.24344532471,292.81580452338085,0.0,1.356289867333112e8
343.1,107226.18018091103,107246.6317481565,294.6128428788754,0.0,107718.0600067041,107738.3700811565,294.0861937888647,0.0,113326.43310423137,113355.26328675434,293.7769099375573,0.0,1.356290389894348e8
344.925,107226.358547909,107250.64091958161,296.06963330876647,0.0,107718.14045326083,107742.2311232286,295.45318167598,0.0,113325.65448920187,113358.28312818398,294.7380153517338,0.0,1.356290912455584e8
346.75,107226.53691490696,107254.6500910067,297.52642373865746,0.0,107718.22089981756,107746.0921653007,296.82016956309525,0.0,113324.87587417239,113361.30296961362,295.6991207659102,0.0,1.35629143501682e8
348.575,107225.61688714447,107256.94640708456,299.0251689836251,0.0,107717.13017632952,107748.23575168848,298.31734764346976,0.0,113322.21445505184,113362.05337196997,297.07530941730744,0.0,1.3562778411405173e8
350.4,107223.69831869064,107257.68558193767,300.56205496957153,0.0,107714.97475280077,107748.81801472687,299.932880444989,0.0,113317.8413958485,113360.74064789608,298.828846466178,0.0,1.35625141413918e8
352.225,107221.77975023683,107258.42475679077,302.098940955518,0.0,107712.81932927201,107749.40027776528,301.54841324650823,0.0,113313.46833664515,113359.42792382218,300.58238351504866,0.0,1.3562249871378422e8
354.05,107219.86118178301,107259.1639316439,303.63582694146436,0.0,107710.66390574326,107749.98254080367,303.16394604802747,0.0,113309.09527744181,113358.11519974828,302.3359205639192,0.0,1.3561985601365045e8
355.875,107217.9426133292,107259.903106497,305.17271292741077,0.0,107708.50848221451,107750.56480384208,304.7794788495467,0.0,113304.72221823847,113356.80247567438,304.08945761278983,0.0,1.3561721331351668e8
357.7,107216.02404487539,107260.64228135011,306.7095989133572,0.0,107706.35305868577,107751.14706688048,306.3950116510659,0.0,113300.34915903513,113355.48975160049,305.8429946616604,0.0,1.356145706133829e8
359.525,107214.10547642157,107261.38145620322,308.2464848993036,0.0,107704.19763515702,107751.72932991888,308.0105444525851,0.0,113295.9760998318,113354.17702752659,307.596531710531,0.0,1.3561192791324914e8
361.35,107212.18690796776,107262.12063105634,309.78337088525,0.0,107702.04221162826,107752.31159295728,309.6260772541044,0.0,113291.60304062846,113352.86430345269,309.3500687594016,0.0,1.356092852131154e8
363.175,107210.26833951393,107262.85980590945,311.3202568711964,0.0,107699.88678809951,107752.89385599567,311.2416100556236,0.0,113287.22998142512,113351.55157937879,311.10360580827216,0.0,1.3560664251298162e8
